Status,From (Envelope),From (Header),To,Subject,Sent Date/Time,IP Address,Attachment,Route,Info,Spam Score,Spam Detection
Bounced,<noreply5769@fake.domain>,<noreply5769@fake.domain>,<user@example.com>,Congratulations! You are a winner!,Sun Sep 14 03:34:15 EDT 2025,209.97.37.190,,inbound,Awaiting indexing,31,Moderate
Archived,<admin@business.net>,Admin <admin@business.net>,<user@example.com>,Conference registration confirmed,Wed Sep 10 01:42:19 EDT 2025,10.27.12.58,,outbound,Hard Bounce,0,
Archived,<jane.jones@business.net>,Jane.Jones <jane.jones@business.net>,<user@example.com>,System maintenance notification,Fri Sep 05 21:48:14 EDT 2025,172.16.204.205,,outbound,,11,
Archived,<noreply2875@spam.mail>,<noreply2875@spam.mail>,<user@example.com>,Last chance to save big!,Thu Sep 04 11:35:36 EDT 2025,186.49.102.255,,outbound,Indexed and archived,30,Moderate
Archived,<promo168@spam.mail>,<promo168@spam.mail>,<user@example.com>,FREE trial - act now!,Mon Sep 15 00:08:11 EDT 2025,187.109.147.189,,inbound,IP Found in RBL,30,Moderate
Archived,<offers87@suspicious.net>,<offers87@suspicious.net>,<user@example.com>,Last chance to save big!,Wed Sep 03 16:52:19 EDT 2025,192.175.215.160,,inbound,Attempt Greylisted,16,Moderate
Archived,<lisa.williams@yahoo.com>,Lisa.Williams <lisa.williams@yahoo.com>,<user@example.com>,Invoice #26006 from TechCorp,Sat Aug 30 05:47:05 EDT 2025,192.168.39.234,,inbound,Hard Bounce,0,
Bounced,<john.johnson@corporate.com>,John.Johnson <john.johnson@corporate.com>,<user@example.com>,Account security notification,Thu Sep 25 15:44:01 EDT 2025,74.89.116.233,,outbound,Message Hold Applied - Spam Signature policy,0,
Archived,<noreply@research.org>,Noreply <noreply@research.org>,<user@example.com>,Weekly newsletter - Data Science,Sat Sep 13 12:35:16 EDT 2025,127.0.118.119,,internal,,0,
Archived,<noreply8455@untrusted.biz>,<noreply8455@untrusted.biz>,<user@example.com>,Exclusive offer just for you,Fri Sep 26 07:14:11 EDT 2025,196.149.203.108,,outbound,,22,Moderate
Rejected,<lisa.smith@university.edu>,Lisa.Smith <lisa.smith@university.edu>,<user@example.com>,Meeting reminder for 2025-09-27,Tue Sep 09 09:44:55 EDT 2025,10.252.216.30,,internal,Hard Bounce,3,
Bounced,<deal736@malicious.org>,<deal736@malicious.org>,<user@example.com>,Congratulations! You are a winner!,Wed Sep 24 03:03:30 EDT 2025,216.122.101.79,,internal,Awaiting indexing,23,Moderate
Bounced,<promo255@phishing.com>,<promo255@phishing.com>,<user@example.com>,Click here for amazing deals,Wed Sep 17 08:43:01 EDT 2025,193.149.3.156,,outbound,Hard Bounce,48,Moderate
Held,<noreply3981@fake.domain>,<noreply3981@fake.domain>,<user@example.com>,Lose weight quickly with this trick,Tue Sep 23 13:50:35 EDT 2025,210.9.160.197,,internal,,117,Moderate
Bounced,<admin.johnson@finance.com>,Admin.Johnson <admin.johnson@finance.com>,<user@example.com>,Invoice #71398 from DataSoft,Sat Aug 30 23:51:48 EDT 2025,192.168.15.243,,inbound,,0,
Archived,<john.brown@outlook.com>,John.Brown <john.brown@outlook.com>,<user@example.com>,Monthly report - September,Sat Sep 20 06:43:49 EDT 2025,10.62.158.151,,internal,Indexed and archived,14,
Archived,<david.garcia@business.net>,David.Garcia <david.garcia@business.net>,<user@example.com>,Your order confirmation #90212,Sun Sep 07 04:12:21 EDT 2025,10.113.154.79,,outbound,Attempt Greylisted,1,
Archived,<marketing4707@marketing.buzz>,<marketing4707@marketing.buzz>,<user@example.com>,Exclusive offer just for you,Sat Sep 20 03:07:37 EDT 2025,220.193.196.205,,inbound,Hard Bounce,23,Moderate
Held,<lisa.johnson@institution.edu>,Lisa.Johnson <lisa.johnson@institution.edu>,<user@example.com>,Conference registration confirmed,Wed Sep 17 00:30:35 EDT 2025,66.136.246.115,,inbound,,0,
Deferred,<admin@outlook.com>,Admin <admin@outlook.com>,<user@example.com>,Conference registration confirmed,Wed Sep 10 12:26:59 EDT 2025,127.0.145.135,,inbound,,0,
Held,<marketing5075@promo.biz>,<marketing5075@promo.biz>,<user@example.com>,FREE trial - act now!,Mon Sep 22 18:52:07 EDT 2025,210.235.171.148,,internal,Indexed and archived,65,Moderate
Archived,<offers70@phishing.com>,<offers70@phishing.com>,<user@example.com>,Make money fast - limited time offer,Mon Sep 22 16:31:19 EDT 2025,201.176.21.39,,inbound,,47,Moderate
Bounced,<support.williams@yahoo.com>,Support.Williams <support.williams@yahoo.com>,<user@example.com>,Weekly newsletter - Software Update,Fri Sep 19 16:31:39 EDT 2025,172.18.104.107,,internal,Awaiting indexing,0,
Archived,<promo358@untrusted.biz>,<promo358@untrusted.biz>,<user@example.com>,Congratulations! You are a winner!,Fri Sep 12 17:58:49 EDT 2025,201.75.189.139,,inbound,IP Found in RBL,24,Moderate
Bounced,<sarah.brown@company.com>,Sarah.Brown <sarah.brown@company.com>,<user@example.com>,Monthly report - September,Sun Aug 31 08:21:28 EDT 2025,127.0.125.20,,outbound,IP Found in RBL,10,
Archived,<admin@research.org>,Admin <admin@research.org>,<user@example.com>,System maintenance notification,Sat Sep 06 04:01:39 EDT 2025,10.34.12.31,,inbound,Awaiting indexing,0,
Bounced,<marketing4402@malicious.org>,<marketing4402@malicious.org>,<user@example.com>,Lose weight quickly with this trick,Tue Sep 09 10:32:10 EDT 2025,217.233.27.88,,outbound,,21,Moderate
Archived,<support.smith@company.com>,Support.Smith <support.smith@company.com>,<user@example.com>,Weekly newsletter - Data Science,Mon Sep 01 14:19:44 EDT 2025,172.19.235.47,,internal,,0,
Archived,<promo629@malicious.org>,<promo629@malicious.org>,<user@example.com>,Click here for amazing deals,Thu Aug 28 15:46:28 EDT 2025,195.195.237.166,,internal,Hard Bounce,20,Moderate
Archived,<marketing7577@untrusted.biz>,<marketing7577@untrusted.biz>,<user@example.com>,Exclusive offer just for you,Mon Sep 08 12:23:30 EDT 2025,187.87.232.104,,internal,IP Found in RBL,44,Moderate
Held,<john.miller@organization.org>,John.Miller <john.miller@organization.org>,<user@example.com>,Your order confirmation #93978,Tue Sep 23 09:30:37 EDT 2025,66.13.8.185,Has Attachment,internal,Indexed and archived,0,
Archived,<promo394@fake.domain>,<promo394@fake.domain>,<user@example.com>,You have won $6096!,Fri Sep 19 19:09:59 EDT 2025,182.57.106.201,,inbound,Indexed and archived,46,Moderate
Deferred,<jane.garcia@tech.com>,Jane.Garcia <jane.garcia@tech.com>,<user@example.com>,Account security notification,Thu Aug 28 22:07:48 EDT 2025,127.0.80.234,,internal,,0,
Held,<info.williams@gmail.com>,Info.Williams <info.williams@gmail.com>,<user@example.com>,Welcome to GitHub,Sat Sep 13 09:10:10 EDT 2025,66.204.196.83,,outbound,Awaiting indexing,0,
Deferred,<promo983@spam.mail>,<promo983@spam.mail>,<user@example.com>,Congratulations! You are a winner!,Thu Sep 04 09:29:46 EDT 2025,195.104.84.3,Has Attachment,inbound,IP Found in RBL,2,Moderate
Bounced,<info@tech.com>,Info <info@tech.com>,<user@example.com>,Conference registration confirmed,Thu Sep 18 04:28:32 EDT 2025,66.189.84.82,,inbound,,0,
Archived,<mike.garcia@organization.org>,Mike.Garcia <mike.garcia@organization.org>,<user@example.com>,Meeting reminder for 2025-09-27,Thu Aug 28 18:14:39 EDT 2025,66.60.148.103,,internal,Message Hold Applied - Spam Signature policy,11,
Archived,<info.brown@consulting.com>,Info.Brown <info.brown@consulting.com>,<user@example.com>,Monthly report - September,Sat Sep 20 16:06:57 EDT 2025,127.0.60.71,,outbound,,0,
Rejected,<deal157@fake.domain>,<deal157@fake.domain>,<user@example.com>,Click here for amazing deals,Sun Sep 07 18:34:23 EDT 2025,192.183.210.118,,inbound,Indexed and archived,87,Moderate
Archived,<support@outlook.com>,Support <support@outlook.com>,<user@example.com>,Account security notification,Tue Sep 16 11:20:34 EDT 2025,74.14.245.248,,outbound,Message Hold Applied - Spam Signature policy,0,
Bounced,<admin.williams@university.edu>,Admin.Williams <admin.williams@university.edu>,<user@example.com>,Project update - AI Research,Sun Aug 31 02:08:20 EDT 2025,74.241.20.151,,inbound,,15,
Archived,<marketing1121@deals.click>,<marketing1121@deals.click>,<user@example.com>,Exclusive offer just for you,Wed Sep 17 22:31:54 EDT 2025,200.92.128.244,,internal,Message Hold Applied - Spam Signature policy,12,Moderate
Bounced,<admin.johnson@outlook.com>,Admin.Johnson <admin.johnson@outlook.com>,<user@example.com>,Meeting reminder for 2025-09-27,Sun Aug 31 02:42:42 EDT 2025,66.243.111.61,,inbound,,0,
Archived,<marketing9947@suspicious.net>,<marketing9947@suspicious.net>,<user@example.com>,Congratulations! You are a winner!,Tue Sep 02 11:42:41 EDT 2025,206.153.115.118,,internal,Message Hold Applied - Spam Signature policy,45,Moderate
Archived,<contact@institution.edu>,Contact <contact@institution.edu>,<user@example.com>,Meeting reminder for 2025-09-27,Wed Sep 03 13:46:06 EDT 2025,74.188.39.125,,outbound,Indexed and archived,0,
Archived,<noreply2877@fake.domain>,<noreply2877@fake.domain>,<user@example.com>,Congratulations! You are a winner!,Fri Sep 12 22:34:46 EDT 2025,202.23.136.210,,internal,,3,Moderate
Bounced,<lisa.brown@tech.com>,Lisa.Brown <lisa.brown@tech.com>,<user@example.com>,Monthly report - September,Thu Sep 11 01:00:30 EDT 2025,10.244.211.1,,outbound,Awaiting indexing,5,
Bounced,<deal290@scam.net>,<deal290@scam.net>,<user@example.com>,Last chance to save big!,Thu Sep 04 23:45:49 EDT 2025,181.246.137.57,Has Attachment,internal,,34,Moderate
Bounced,<david.williams@organization.org>,David.Williams <david.williams@organization.org>,<user@example.com>,Weekly newsletter - Data Science,Fri Sep 19 12:30:16 EDT 2025,127.0.135.132,,internal,IP Found in RBL,0,
Archived,<marketing5753@fake.domain>,<marketing5753@fake.domain>,<user@example.com>,FREE trial - act now!,Sun Sep 21 09:15:59 EDT 2025,185.129.13.235,,internal,Message Hold Applied - Spam Signature policy,2,Moderate
Archived,<lisa.brown@institution.edu>,Lisa.Brown <lisa.brown@institution.edu>,<user@example.com>,Account security notification,Fri Sep 12 07:01:43 EDT 2025,66.127.143.124,,inbound,,0,
Bounced,<noreply1206@offers.info>,<noreply1206@offers.info>,<user@example.com>,You have won $6243!,Thu Aug 28 09:21:20 EDT 2025,181.169.15.88,,inbound,Awaiting indexing,47,Moderate
Bounced,<promo681@phishing.com>,<promo681@phishing.com>,<user@example.com>,Last chance to save big!,Fri Sep 12 04:19:24 EDT 2025,186.101.55.4,,internal,Message Hold Applied - Spam Signature policy,50,Moderate
Archived,<support@organization.org>,Support <support@organization.org>,<user@example.com>,Account security notification,Sat Sep 27 15:44:45 EDT 2025,74.113.145.247,,internal,,0,
Bounced,<deal535@scam.net>,<deal535@scam.net>,<user@example.com>,You have won $2480!,Wed Sep 17 04:28:49 EDT 2025,200.162.104.15,Has Attachment,inbound,Message Hold Applied - Spam Signature policy,15,Moderate
Archived,<support.brown@research.org>,Support.Brown <support.brown@research.org>,<user@example.com>,Project update - Data Science,Thu Sep 11 18:47:02 EDT 2025,74.27.218.162,,outbound,,0,
Archived,<promo920@suspicious.net>,<promo920@suspicious.net>,<user@example.com>,Secret method to earn $2182,Fri Sep 12 16:35:18 EDT 2025,197.125.163.158,Has Attachment,outbound,Message Hold Applied - Spam Signature policy,27,Moderate
Archived,<offers80@fake.domain>,<offers80@fake.domain>,<user@example.com>,Click here for amazing deals,Sat Sep 27 04:10:51 EDT 2025,196.178.143.39,,outbound,,13,Moderate
Archived,<admin@corporate.com>,Admin <admin@corporate.com>,<user@example.com>,Weekly newsletter - Software Update,Mon Sep 01 03:58:34 EDT 2025,127.0.162.151,,internal,,0,
Bounced,<noreply7278@suspicious.net>,<noreply7278@suspicious.net>,<user@example.com>,Last chance to save big!,Mon Sep 01 23:07:53 EDT 2025,186.209.149.206,,inbound,,25,Moderate
Bounced,<support.brown@outlook.com>,Support.Brown <support.brown@outlook.com>,<user@example.com>,Monthly report - September,Sat Sep 20 08:05:17 EDT 2025,74.194.27.29,,outbound,,0,
Archived,<sarah.johnson@yahoo.com>,Sarah.Johnson <sarah.johnson@yahoo.com>,<user@example.com>,Account security notification,Thu Sep 18 09:28:02 EDT 2025,74.107.191.71,,internal,Hard Bounce,0,
Bounced,<admin@yahoo.com>,Admin <admin@yahoo.com>,<user@example.com>,Weekly newsletter - Software Update,Fri Sep 12 04:48:09 EDT 2025,127.0.154.69,,internal,,0,
Rejected,<marketing9513@scam.net>,<marketing9513@scam.net>,<user@example.com>,Last chance to save big!,Sat Sep 27 19:14:15 EDT 2025,218.28.182.59,,outbound,Message Hold Applied - Spam Signature policy,108,Moderate
Archived,<support@business.net>,Support <support@business.net>,<user@example.com>,Invoice #40637 from TechCorp,Fri Sep 05 20:35:02 EDT 2025,127.0.62.23,,inbound,IP Found in RBL,0,
Archived,<info@finance.com>,Info <info@finance.com>,<user@example.com>,Your order confirmation #60921,Sat Sep 27 01:17:28 EDT 2025,172.28.225.144,,outbound,,10,
Archived,<noreply8656@promo.biz>,<noreply8656@promo.biz>,<user@example.com>,URGENT: Claim your prize NOW!,Fri Aug 29 14:51:29 EDT 2025,180.193.19.114,,inbound,,21,Moderate
Archived,<john.brown@company.com>,John.Brown <john.brown@company.com>,<user@example.com>,Monthly report - September,Wed Sep 24 18:45:48 EDT 2025,172.17.158.7,,inbound,Hard Bounce,0,
Archived,<david.johnson@organization.org>,David.Johnson <david.johnson@organization.org>,<user@example.com>,Your order confirmation #96978,Fri Sep 05 10:23:10 EDT 2025,66.199.7.210,,inbound,Indexed and archived,13,
Bounced,<promo493@malicious.org>,<promo493@malicious.org>,<user@example.com>,Congratulations! You are a winner!,Thu Aug 28 23:39:30 EDT 2025,209.61.27.255,,outbound,,49,Moderate
Held,<marketing3213@marketing.buzz>,<marketing3213@marketing.buzz>,<user@example.com>,FREE trial - act now!,Mon Sep 15 10:42:15 EDT 2025,219.40.222.123,,internal,Awaiting indexing,28,Moderate
Archived,<deal811@deals.click>,<deal811@deals.click>,<user@example.com>,Secret method to earn $6498,Sat Sep 13 01:27:00 EDT 2025,203.94.144.165,,inbound,,30,Moderate
Archived,<support@consulting.com>,Support <support@consulting.com>,<user@example.com>,Account security notification,Fri Aug 29 11:48:16 EDT 2025,74.103.137.178,,inbound,Hard Bounce,0,
Archived,<support@corporate.com>,Support <support@corporate.com>,<user@example.com>,System maintenance notification,Fri Sep 12 22:53:06 EDT 2025,66.245.150.248,,internal,Awaiting indexing,0,
Deferred,<noreply1878@fake.domain>,<noreply1878@fake.domain>,<user@example.com>,URGENT: Claim your prize NOW!,Mon Sep 01 10:27:04 EDT 2025,206.19.217.150,,outbound,Hard Bounce,50,Moderate
Bounced,<admin@yahoo.com>,Admin <admin@yahoo.com>,<user@example.com>,Your order confirmation #98157,Sun Sep 07 06:33:54 EDT 2025,74.214.14.196,,outbound,,8,
Bounced,<marketing4300@deals.click>,<marketing4300@deals.click>,<user@example.com>,Make money fast - limited time offer,Sat Sep 06 14:40:15 EDT 2025,220.254.106.220,,internal,,47,Moderate
Bounced,<promo890@offers.info>,<promo890@offers.info>,<user@example.com>,URGENT: Claim your prize NOW!,Sun Sep 21 02:33:46 EDT 2025,205.211.74.32,,inbound,,41,Moderate
Archived,<noreply@gmail.com>,Noreply <noreply@gmail.com>,<user@example.com>,Weekly newsletter - AI Research,Sun Sep 14 16:12:20 EDT 2025,127.0.112.71,Has Attachment,inbound,IP Found in RBL,0,
Bounced,<info@tech.com>,Info <info@tech.com>,<user@example.com>,Welcome to Cloud Service,Mon Sep 22 12:56:38 EDT 2025,74.150.217.160,,inbound,,0,
Archived,<contact@university.edu>,Contact <contact@university.edu>,<user@example.com>,Weekly newsletter - Data Science,Thu Sep 11 03:55:56 EDT 2025,10.30.57.12,,inbound,,0,
Bounced,<noreply6471@promo.biz>,<noreply6471@promo.biz>,<user@example.com>,Congratulations! You are a winner!,Wed Sep 03 15:33:30 EDT 2025,219.14.44.237,,inbound,,2,Moderate
Archived,<support.johnson@business.net>,Support.Johnson <support.johnson@business.net>,<user@example.com>,Project update - Security,Thu Sep 04 00:13:09 EDT 2025,192.168.138.204,Has Attachment,outbound,Awaiting indexing,0,
Bounced,<noreply@finance.com>,Noreply <noreply@finance.com>,<user@example.com>,System maintenance notification,Wed Sep 03 11:04:36 EDT 2025,127.0.69.175,,inbound,Message Hold Applied - Spam Signature policy,15,
Archived,<deal403@phishing.com>,<deal403@phishing.com>,<user@example.com>,Make money fast - limited time offer,Mon Sep 22 11:35:18 EDT 2025,190.53.54.8,,outbound,Attempt Greylisted,16,Moderate
Deferred,<promo743@offers.info>,<promo743@offers.info>,<user@example.com>,Last chance to save big!,Sat Sep 20 05:51:07 EDT 2025,182.228.121.175,,outbound,Message Hold Applied - Spam Signature policy,41,Moderate
Bounced,<noreply5761@spam.mail>,<noreply5761@spam.mail>,<user@example.com>,Exclusive offer just for you,Sat Sep 27 02:39:28 EDT 2025,181.141.76.36,,internal,,5,Moderate
Bounced,<offers36@scam.net>,<offers36@scam.net>,<user@example.com>,Make money fast - limited time offer,Mon Sep 08 23:46:20 EDT 2025,202.85.24.176,,inbound,,6,Moderate
Archived,<promo887@marketing.buzz>,<promo887@marketing.buzz>,<user@example.com>,Congratulations! You are a winner!,Sun Sep 21 22:03:00 EDT 2025,193.108.3.255,,inbound,Indexed and archived,10,Moderate
Bounced,<sarah.garcia@gmail.com>,Sarah.Garcia <sarah.garcia@gmail.com>,<user@example.com>,Weekly newsletter - Data Science,Wed Sep 17 06:36:07 EDT 2025,10.252.218.245,,outbound,Attempt Greylisted,4,
Held,<noreply7316@fake.domain>,<noreply7316@fake.domain>,<user@example.com>,Lose weight quickly with this trick,Sun Aug 31 00:16:23 EDT 2025,197.233.65.17,,internal,Attempt Greylisted,72,Moderate
Archived,<david.miller@tech.com>,David.Miller <david.miller@tech.com>,<user@example.com>,Account security notification,Fri Sep 12 13:19:09 EDT 2025,10.149.133.1,,internal,Hard Bounce,0,
Bounced,<admin.smith@finance.com>,Admin.Smith <admin.smith@finance.com>,<user@example.com>,Your order confirmation #31289,Tue Sep 16 05:44:15 EDT 2025,74.35.240.13,,outbound,Attempt Greylisted,0,
Archived,<david.brown@university.edu>,David.Brown <david.brown@university.edu>,<user@example.com>,Invoice #98652 from DataSoft,Mon Sep 08 11:02:49 EDT 2025,172.18.199.41,,internal,Attempt Greylisted,8,
Bounced,<deal227@phishing.com>,<deal227@phishing.com>,<user@example.com>,Click here for amazing deals,Tue Sep 09 00:15:01 EDT 2025,196.233.247.92,,outbound,,33,Moderate
Bounced,<offers79@scam.net>,<offers79@scam.net>,<user@example.com>,You have won $3017!,Mon Sep 08 07:23:44 EDT 2025,201.246.178.197,,outbound,Message Hold Applied - Spam Signature policy,3,Moderate
